As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121535,CONSULTORA-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-08-02T00:00:00.000,ANDREA KARINA PEREIRA,Argentina,AR,134414.78,99918/10,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121536,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,RA�L ALBERTO PEREIRA,Argentina,AR,84009.24,99918/12,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121536,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,RA�L ALBERTO PEREIRA,Argentina,AR,-168018.48,99918/12,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121536,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,RA�L ALBERTO PEREIRA,Argentina,AR,168018.48,99918/12,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121537,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,WALTER ANDR�A N�JERA,Argentina,AR,84009.24,99918/3,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121537,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,WALTER ANDR�A N�JERA,Argentina,AR,-168018.48,99918/3,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121537,CONSULTOR - REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,WALTER ANDR�A N�JERA,Argentina,AR,168018.48,99918/3,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121538,CONSULTOR-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,MIGUEL ANTONIO CLAVIJO,Argentina,AR,84009.24,99918/4,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121538,CONSULTOR-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,MIGUEL ANTONIO CLAVIJO,Argentina,AR,-168018.48,99918/4,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121538,CONSULTOR-REFORMA DE LA ADMINISTRACION FINANCIERA,1999-06-01T00:00:00.000,MIGUEL ANTONIO CLAVIJO,Argentina,AR,168018.48,99918/4,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1121566,CONSULT. FOR REFORMA DE LA ADMINISTRACI�N FINANCIERA,1999-08-02T00:00:00.000,PABLO FABI�N MORALES,Argentina,AR,67207.39,99918/6,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Transportation,1121566,CONSULT. FOR REFORMA DE LA ADMINISTRACI�N FINANCIERA,1999-08-02T00:00:00.000,PABLO FABI�N MORALES,Argentina,AR,-134414.78,99918/6,
2019-08-07T00:00:00.000,2000,LCR,Argentina,AR,P006060,AR MUNIC DEVT II,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Water/Sanit/Waste,1121566,CONSULT. FOR REFORMA DE LA ADMINISTRACI�N FINANCIERA,1999-08-02T00:00:00.000,PABLO FABI�N MORALES,Argentina,AR,134414.78,99918/6,
2019-08-07T00:00:00.000,2000,LCR,Colombia,CO,P039291,CO URBAN ENVIRONMENT TA (TAL),Implementation Activity,CONSULTANT SERVICES,International Competitive Bidding,IBRD/IDA,Public Admin,1119973,SUPPLY/INSTALLATION/ASSEMBLY/OPERATION OF AIR QUALITY NETWOR,1999-09-03T00:00:00.000,SICE-SOCIEDAD IBERICA DE CONSTR. ELECTRICAS,Spain,ES,887101,166/99 SICE,
2019-08-07T00:00:00.000,2000,MNA,Morocco,MA,P005503,SEW.& WATER REUSE II,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115271,CONSTRUCTION OF SEWERS (LOT 9),1999-10-06T00:00:00.000,SOTERRAB,Morocco,MA,1626172.71,1439 CA,
2019-08-07T00:00:00.000,2000,MNA,Morocco,MA,P005503,SEW.& WATER REUSE II,"Works, Infrastructure",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115774,AMENAGEMENT OUEDS EGOUT MEDINA LOT 15,1999-10-06T00:00:00.000,STE COFFRAGES MODERNES,Morocco,MA,1822818.68,1433 CA,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049301,A.P. EMERG. CYCLONE,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1122273,BREGR1P4 [WBR # 144] - CONSTRUCTION OF BRIDGE ACROSS SALT CR,1999-08-16T00:00:00.000,PREMIER RAJU ENGINEERING SYNDICATE,India,IN,349241.94,BREGR1P4 [WBR # 144],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049301,A.P. EMERG. CYCLONE,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1122273,BREGR1P4 [WBR # 144] - CONSTRUCTION OF BRIDGE ACROSS SALT CR,1999-08-16T00:00:00.000,PREMIER RAJU ENGINEERING SYNDICATE,India,IN,349241.94,BREGR1P4 [WBR # 144],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049301,A.P. EMERG. CYCLONE,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1122273,BREGR1P4 [WBR # 144] - CONSTRUCTION OF BRIDGE ACROSS SALT CR,1999-08-16T00:00:00.000,PREMIER RAJU ENGINEERING SYNDICATE,India,IN,-1047725.82,BREGR1P4 [WBR # 144],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049301,A.P. EMERG. CYCLONE,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1122273,BREGR1P4 [WBR # 144] - CONSTRUCTION OF BRIDGE ACROSS SALT CR,1999-08-16T00:00:00.000,PREMIER RAJU ENGINEERING SYNDICATE,India,IN,349241.94,BREGR1P4 [WBR # 144],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049301,A.P. EMERG. CYCLONE,"Works, Infrastructure",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1122273,BREGR1P4 [WBR # 144] - CONSTRUCTION OF BRIDGE ACROSS SALT CR,1999-08-16T00:00:00.000,PREMIER RAJU ENGINEERING SYNDICATE,India,IN,349241.94,BREGR1P4 [WBR # 144],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049385,AP Econ Restructuring,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1200949,RBERP-COA-55 [WBR # 124] - HEAVY PERIODIC MAINTENANCE,1999-08-04T00:00:00.000,ENGINEERING PROJECTS [INDIA] LTD.,India,IN,-1963008.03,RBERP-COA-55 [WBR # 124],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049385,AP Econ Restructuring,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Education,1200949,RBERP-COA-55 [WBR # 124] - HEAVY PERIODIC MAINTENANCE,1999-08-04T00:00:00.000,ENGINEERING PROJECTS [INDIA] LTD.,India,IN,654336.01,RBERP-COA-55 [WBR # 124],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049385,AP Econ Restructuring,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Health,1200949,RBERP-COA-55 [WBR # 124] - HEAVY PERIODIC MAINTENANCE,1999-08-04T00:00:00.000,ENGINEERING PROJECTS [INDIA] LTD.,India,IN,654336.01,RBERP-COA-55 [WBR # 124],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049385,AP Econ Restructuring,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1200949,RBERP-COA-55 [WBR # 124] - HEAVY PERIODIC MAINTENANCE,1999-08-04T00:00:00.000,ENGINEERING PROJECTS [INDIA] LTD.,India,IN,654336.01,RBERP-COA-55 [WBR # 124],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P049385,AP Econ Restructuring,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1200949,RBERP-COA-55 [WBR # 124] - HEAVY PERIODIC MAINTENANCE,1999-08-04T00:00:00.000,ENGINEERING PROJECTS [INDIA] LTD.,India,IN,654336.01,RBERP-COA-55 [WBR # 124],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1123006,PACKAGE - N17B IMPR. BAMUNI GOSAI THAN RD INCLUDING CULVERTS,1999-09-13T00:00:00.000,M/S B.K. DAS,India,IN,-850391.79,WBR - 92,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1123006,PACKAGE - N17B IMPR. BAMUNI GOSAI THAN RD INCLUDING CULVERTS,1999-09-13T00:00:00.000,M/S B.K. DAS,India,IN,850391.79,WBR - 92,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1123006,PACKAGE - N17B IMPR. BAMUNI GOSAI THAN RD INCLUDING CULVERTS,1999-09-13T00:00:00.000,M/S B.K. DAS,India,IN,850391.79,WBR - 92,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1123007,"PACKAGE - N22B - IMPR. OF ROADS & CULVERTS, CONVERSION OF TI",1999-09-28T00:00:00.000,MR. ATUL BORA,India,IN,-577992.28,WBR-93,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1123007,"PACKAGE - N22B - IMPR. OF ROADS & CULVERTS, CONVERSION OF TI",1999-09-28T00:00:00.000,MR. ATUL BORA,India,IN,577992.28,WBR-93,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1123007,"PACKAGE - N22B - IMPR. OF ROADS & CULVERTS, CONVERSION OF TI",1999-09-28T00:00:00.000,MR. ATUL BORA,India,IN,577992.28,WBR-93,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1123010,"PACKAGE N13 - IMPR. OF ROADS & CULVERTS, COVERSION OF TIMBER",1999-10-28T00:00:00.000,MR. R. BHARTIA,India,IN,-1062889.47,WBR - 91,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1123010,"PACKAGE N13 - IMPR. OF ROADS & CULVERTS, COVERSION OF TIMBER",1999-10-28T00:00:00.000,MR. R. BHARTIA,India,IN,1062889.47,WBR - 91,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1123010,"PACKAGE N13 - IMPR. OF ROADS & CULVERTS, COVERSION OF TIMBER",1999-10-28T00:00:00.000,MR. R. BHARTIA,India,IN,1062889.47,WBR - 91,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1201310,PACKAGE NO. S-10 - IMPROVEMENT OF AIDEOBARI ALI RD INCLUDING,1999-11-09T00:00:00.000,M/S PARAMOUNT BUILDERS AND SUPPLIERS,India,IN,-1227688.53,WBR-96,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1201310,PACKAGE NO. S-10 - IMPROVEMENT OF AIDEOBARI ALI RD INCLUDING,1999-11-09T00:00:00.000,M/S PARAMOUNT BUILDERS AND SUPPLIERS,India,IN,1227688.53,WBR-96,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1201310,PACKAGE NO. S-10 - IMPROVEMENT OF AIDEOBARI ALI RD INCLUDING,1999-11-09T00:00:00.000,M/S PARAMOUNT BUILDERS AND SUPPLIERS,India,IN,1227688.53,WBR-96,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1201426,PACKAGE - D3B - IMPROVMENT OF ANDHERIGHAT JAYANTIPUR ROAD IN,1999-10-15T00:00:00.000,MR. B S P VERMA,India,IN,-1590650.07,WBR - 101,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1201426,PACKAGE - D3B - IMPROVMENT OF ANDHERIGHAT JAYANTIPUR ROAD IN,1999-10-15T00:00:00.000,MR. B S P VERMA,India,IN,1590650.07,WBR - 101,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1201426,PACKAGE - D3B - IMPROVMENT OF ANDHERIGHAT JAYANTIPUR ROAD IN,1999-10-15T00:00:00.000,MR. B S P VERMA,India,IN,1590650.07,WBR - 101,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1201427,PACKAGE D6A - IMPROVEMENT OF TANGLA MAHALIAPARA ROAD INCLUDI,1999-11-01T00:00:00.000,MR. PRABHU AGARWALLA,India,IN,-1217674.31,WBR - 77,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1201427,PACKAGE D6A - IMPROVEMENT OF TANGLA MAHALIAPARA ROAD INCLUDI,1999-11-01T00:00:00.000,MR. PRABHU AGARWALLA,India,IN,1217674.31,WBR - 77,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010522,Assam Rural Infra,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1201427,PACKAGE D6A - IMPROVEMENT OF TANGLA MAHALIAPARA ROAD INCLUDI,1999-11-01T00:00:00.000,MR. PRABHU AGARWALLA,India,IN,1217674.31,WBR - 77,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Equipment, Industrial Plants",GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1120618,"PAREJ-SURVEY,DESIGN,CONSTRUCTION & COMMISSIONING OF STP AT P",1999-09-17T00:00:00.000,SMS PARYAVARAN [P] LTD.,India,IN,0,EAP/PAR/C3/020 [WBR # 51],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Equipment, Industrial Plants",GOODS,National Competitive Bidding,IBRD/IDA,Social Protection,1120618,"PAREJ-SURVEY,DESIGN,CONSTRUCTION & COMMISSIONING OF STP AT P",1999-09-17T00:00:00.000,SMS PARYAVARAN [P] LTD.,India,IN,313970.44,EAP/PAR/C3/020 [WBR # 51],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Equipment, Industrial Plants",GOODS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1120620,"RAJARAPPA:SURVEY,DESIGN,CONSTRUCTION & COMMISSIONING OF STP",1999-09-27T00:00:00.000,MECON,India,IN,0,EAP/RAJ/C3/024 [WBR # 56],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Equipment, Industrial Plants",GOODS,National Competitive Bidding,IBRD/IDA,Social Protection,1120620,"RAJARAPPA:SURVEY,DESIGN,CONSTRUCTION & COMMISSIONING OF STP",1999-09-27T00:00:00.000,MECON,India,IN,468814.49,EAP/RAJ/C3/024 [WBR # 56],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Works,  Industrial Plants",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Energy & Extractives,1120619,"KD HEASLONG:SURVEY,DESIGN,CONSTRUCTION AND COMMISSIONING OF",1999-09-17T00:00:00.000,SMS PARYAVARAN [P] LTD.,India,IN,0,EAP/KDH/C3/23 [WBR # 50],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P043310,COAL ENV & SOCIAL MITIGATION,"Works,  Industrial Plants",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1120619,"KD HEASLONG:SURVEY,DESIGN,CONSTRUCTION AND COMMISSIONING OF",1999-09-17T00:00:00.000,SMS PARYAVARAN [P] LTD.,India,IN,370499.84,EAP/KDH/C3/23 [WBR # 50],
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010531,REPRODUCTIVE HEALTH1,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,Health,1118190,"SUPPLY OF PHARMACEUTICALS, CHLOROMPHENICAL, EYE OINTMENT 1%",1999-08-27T00:00:00.000,ANOD PHARMA PVT. LTD.,India,IN,-470947.37,HSCC/PUR/DRUG/RCH-B/99 [WBR 41(V,
2019-08-07T00:00:00.000,2000,SAR,India,IN,P010531,REPRODUCTIVE HEALTH1,"Pharmaceuticals, Medical Products",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1118190,"SUPPLY OF PHARMACEUTICALS, CHLOROMPHENICAL, EYE OINTMENT 1%",1999-08-27T00:00:00.000,ANOD PHARMA PVT. LTD.,India,IN,941894.74,HSCC/PUR/DRUG/RCH-B/99 [WBR 41(V,
2019-08-07T00:00:00.000,2000,EAP,"Korea, Republic",KR,P069610,PHRD - KR CORPORATE RESTRUCTURING,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,Recipient Executed Activities,Financial Sector,1201082,DESIGN A PLAN FOR THE ESTABLISHMENT & MANAGEMENT OF CORPORAT,1999-08-03T00:00:00.000,ARTHUR ANDERSEN & CO.,United Kingdom,GB,140000,ANDERSEN FSC-PHRD(CRV)-1,
2019-08-07T00:00:00.000,2000,ECA,Ukraine,UA,P044851,EXPORT DEVT,"Equipment, Electrical",GOODS,Shopping,IBRD/IDA,Financial Sector,1118773,FLEXOGRAPHIC PRINTING PRESS,1999-08-24T00:00:00.000,FISCHERT KRECHE,Germany,DE,1896534.99,99/08.17.1,
2019-08-07T00:00:00.000,2000,ECA,Ukraine,UA,P044851,EXPORT DEVT,"Equipment, Electrical",GOODS,Shopping,IBRD/IDA,Industry & Trade/Ser,1118773,FLEXOGRAPHIC PRINTING PRESS,1999-08-24T00:00:00.000,FISCHERT KRECHE,Germany,DE,0,99/08.17.1,
2019-08-07T00:00:00.000,2000,LCR,Brazil,BR,P006452,BR NE BASIC EDUC III,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1116031,DISSEMINATION OF EDUCATIONAL INFORMATION AND INDICATORS,1999-08-27T00:00:00.000,CETREDE PARQUE DE DESENV.TECNO,Brazil,BR,0,096/98: CETREDE,
2019-08-07T00:00:00.000,2000,LCR,Brazil,BR,P006452,BR NE BASIC EDUC III,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1116031,DISSEMINATION OF EDUCATIONAL INFORMATION AND INDICATORS,1999-08-27T00:00:00.000,CETREDE PARQUE DE DESENV.TECNO,Brazil,BR,140702.53,096/98: CETREDE,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P043109,PUBLIC WORKS PROJECT,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Agriculture,1118213,SUPPLY OF STUDENT COMBINED SEATS,1999-08-18T00:00:00.000,UNITED CO. FOR FURNITURE AND WOODEN MATERIALS,"Yemen, Republic of",RY,181135.2,1G 1 1999,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P043109,PUBLIC WORKS PROJECT,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Health,1118213,SUPPLY OF STUDENT COMBINED SEATS,1999-08-18T00:00:00.000,UNITED CO. FOR FURNITURE AND WOODEN MATERIALS,"Yemen, Republic of",RY,181135.2,1G 1 1999,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P043109,PUBLIC WORKS PROJECT,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Social Protection,1118213,SUPPLY OF STUDENT COMBINED SEATS,1999-08-18T00:00:00.000,UNITED CO. FOR FURNITURE AND WOODEN MATERIALS,"Yemen, Republic of",RY,181135.2,1G 1 1999,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P043109,PUBLIC WORKS PROJECT,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Transportation,1118213,SUPPLY OF STUDENT COMBINED SEATS,1999-08-18T00:00:00.000,UNITED CO. FOR FURNITURE AND WOODEN MATERIALS,"Yemen, Republic of",RY,181135.2,1G 1 1999,
2019-08-07T00:00:00.000,2000,MNA,"Yemen, Republic of",RY,P043109,PUBLIC WORKS PROJECT,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1118213,SUPPLY OF STUDENT COMBINED SEATS,1999-08-18T00:00:00.000,UNITED CO. FOR FURNITURE AND WOODEN MATERIALS,"Yemen, Republic of",RY,-543405.6,1G 1 1999,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1115414,BFRI-W1A:CONSTRUCTION OF PRODUCT LABORATORY,1999-09-28T00:00:00.000,M/S. NATIONAL DEV. ENGINS. LTD,Bangladesh,BD,0,BFRI-W1A:PRODUCT LABORATORY,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115414,BFRI-W1A:CONSTRUCTION OF PRODUCT LABORATORY,1999-09-28T00:00:00.000,M/S. NATIONAL DEV. ENGINS. LTD,Bangladesh,BD,652958.14,BFRI-W1A:PRODUCT LABORATORY,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1115415,BFRI-W1B: CONSTRUCTION OF LIBRARY BUILDING,1999-09-28T00:00:00.000,M/S. NATIONAL DEV. ENGINS. LTD,Bangladesh,BD,0,BFRI-W1B:LIBRARY BUILDING,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115415,BFRI-W1B: CONSTRUCTION OF LIBRARY BUILDING,1999-09-28T00:00:00.000,M/S. NATIONAL DEV. ENGINS. LTD,Bangladesh,BD,211438.3,BFRI-W1B:LIBRARY BUILDING,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1115416,BFRI-W2A: CONSTRUCTION OF RESIDENTIAL BUILDING FOR OFFICERS:,1999-09-28T00:00:00.000,M/S. J.N.H. TRADING CORP.LTD.,Bangladesh,BD,0,BFRI-W2A:RES BUILDING FOR OFFICE,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115416,BFRI-W2A: CONSTRUCTION OF RESIDENTIAL BUILDING FOR OFFICERS:,1999-09-28T00:00:00.000,M/S. J.N.H. TRADING CORP.LTD.,Bangladesh,BD,227044.23,BFRI-W2A:RES BUILDING FOR OFFICE,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Agriculture,1115417,BFRI-W2B:RESIDENTIAL BUILDING FOR STAFF: 8 UNITS,1999-09-28T00:00:00.000,M/S. J.N.H. TRADING CORP.LTD.,Bangladesh,BD,0,BFRI-W2B:RES BUILDING FOR STAFF,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009484,Agriculture Research Management,"Works, Building",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115417,BFRI-W2B:RESIDENTIAL BUILDING FOR STAFF: 8 UNITS,1999-09-28T00:00:00.000,M/S. J.N.H. TRADING CORP.LTD.,Bangladesh,BD,98742.29,BFRI-W2B:RES BUILDING FOR STAFF,
